CandidateIdentifier,FirstName,MiddleName,LastSurname,SexDescriptor,BirthDate,HispanicLatinoEthnicity,EconomicDisadvantaged,LoginId,GenderDescriptor,PersonId,SourceSystemDescriptor,AidTypeDescriptor1,AidTypeDescriptor2,AidTypeDescriptor3,AidTypeDescriptor4,AidTypeDescriptor5,AidTypeDescriptor6,AidTypeDescriptor7,AidTypeDescriptor8,BeginDate1,BeginDate2,BeginDate3,BeginDate4,BeginDate5,BeginDate6,BeginDate7,BeginDate8,AidAmount1,AidAmount2,AidAmount3,AidAmount4,AidAmount5,AidAmount6,AidAmount7,AidAmount8,AidConditionDescription1,AidConditionDescription2,AidConditionDescription3,AidConditionDescription4,AidConditionDescription5,AidConditionDescription6,AidConditionDescription7,AidConditionDescription8,EndDate1,EndDate2,EndDate3,EndDate4,EndDate5,EndDate6,EndDate7,EndDate8,PellGrantRecipient1,PellGrantRecipient2,PellGrantRecipient3,PellGrantRecipient4,PellGrantRecipient5,PellGrantRecipient6,PellGrantRecipient7,PellGrantRecipient8,RaceDescriptor1
1000001219,Gwendolin,Danielle,Dumelow,uri://ed-fi.org/SexDescriptor#Female,1999-03-30,TRUE,TRUE,Gwendolin.Dumelow.1000001219@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,670B6D7950EB42AEAD13D1E5786CD24E,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001224,Patsy,,Neller,uri://ed-fi.org/SexDescriptor#Male,1996-08-30,TRUE,TRUE,Patsy.Neller.1000001224@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,47FAA5EC23214F22910A22BA5564AD26,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000001226,Aprilette,,Zanettini,uri://ed-fi.org/SexDescriptor#Female,1971-09-30,TRUE,TRUE,Aprilette.Zanettini.1000001226@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,DFF49643FB9947E3918FA2917C55E89F,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001227,Hermina,,Howman,uri://ed-fi.org/SexDescriptor#Female,1982-12-14,TRUE,TRUE,Hermina.Howman.1000001227@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,9BA152473E7F4C0B810322ABE9977E67,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001228,Noemi,Candie Wong,Searchfield,uri://ed-fi.org/SexDescriptor#Female,1996-02-02,TRUE,TRUE,Noemi.Searchfield.1000001228@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,97218EA320BD4410AB32D4D6F9AB0F3C,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000001229,Willabella,,Aicken,uri://ed-fi.org/SexDescriptor#Female,1982-07-02,TRUE,TRUE,Willabella.Aicken.1000001229@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,6360E24850D6440ABA098DB5F83AB50E,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001235,Edik,A,Knott,uri://ed-fi.org/SexDescriptor#Male,1995-09-13,TRUE,FALSE,Edik.Knott.1000001235@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,3B8A0115B2E04883BAD30234E988CC6E,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001236,Lisbeth,,Skamell,uri://ed-fi.org/SexDescriptor#Female,1968-02-22,TRUE,TRUE,Lisbeth.Skamell.1000001236@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,6CCA3B3E13FE47FE9C06D5B284F06B83,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001238,Mortimer,N,Condell,uri://ed-fi.org/SexDescriptor#Male,1994-11-23,TRUE,TRUE,Mortimer.Condell.1000001238@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,5D24F8D018FD44368263302471650887,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001242,Cortie,,Roskeilly,uri://ed-fi.org/SexDescriptor#Male,1995-06-08,TRUE,TRUE,Cortie.Roskeilly.1000001242@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,364A971D679548BFAA7CF8FE6DA4368C,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001244,Regine,,Pryde,uri://ed-fi.org/SexDescriptor#Female,1991-04-26,TRUE,TRUE,Regine.Pryde.1000001244@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,7373D6F57F9742628F640B0A0CC20E07,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001245,Nollie,,Mattock,uri://ed-fi.org/SexDescriptor#Female,1988-06-12,TRUE,TRUE,Nollie.Mattock.1000001245@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,8B059926D22F4DBBBAF3DD723DC454E0,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#State and Local Grants,,,,,,,2017-02-22,2017-02-23,,,,,,,7400.0000,5000.0000,,,,,,,NEED BASED,NEED BASED,,,,,,,2018-07-10,2018-05-10,,,,,,,TRUE,TRUE,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001249,Beth,Alejandra,Ranklin,uri://ed-fi.org/SexDescriptor#Female,1987-12-30,TRUE,TRUE,Beth.Ranklin.1000001249@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,41F9B2FAA8B34CB98313350CF3E2C0F6,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001251,Dom,C,Matthisson,uri://ed-fi.org/SexDescriptor#Male,1984-03-02,TRUE,TRUE,Dom.Matthisson.1000001251@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,840025E083C64E1A9D11F514DB950D43,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001252,Mina,,Dunkinson,uri://ed-fi.org/SexDescriptor#Male,1987-08-07,TRUE,FALSE,Mina.Dunkinson.1000001252@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,8E313751D7754CCFA9771E07816D12CB,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000001253,Emlen,,Argabrite,uri://ed-fi.org/SexDescriptor#Male,1989-03-15,TRUE,TRUE,Emlen.Argabrite.1000001253@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,74D39CBFEA3047449CC4D41DB07CF22C,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Subsidized Loans,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,,,,,,,2017-04-11,2017-04-11,,,,,,,3728.0000,3451.0000,,,,,,,NEED BASED,NEED BASED,,,,,,,2018-05-10,2018-05-10,,,,,,,TRUE,TRUE,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000001256,Ulrich,,Ellwell,uri://ed-fi.org/SexDescriptor#Male,1995-08-01,TRUE,TRUE,Ulrich.Ellwell.1000001256@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,BF669F0C221145609E2E184E710BA64C,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001258,Lonna,,Stanistrete,uri://ed-fi.org/SexDescriptor#Female,1990-01-29,TRUE,TRUE,Lonna.Stanistrete.1000001258@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,950D1A5DFAD4494685D3A380AC3EB7BF,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Subsidized Loans,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#Other,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,,,,2017-02-23,2017-02-23,2017-08-28,2018-05-24,2017-02-22,,,,5442.0000,1250.0000,1032.3200,1732.0000,6969.0000,,,,NEED BASED,NEED BASED,NEED BASED,OTHER,NEED BASED,,,,2018-05-10,2018-05-10,2018-05-10,2018-07-10,2018-07-10,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001261,Andree,,Brayn,uri://ed-fi.org/SexDescriptor#Female,1992-02-26,TRUE,FALSE,Andree.Brayn.1000001261@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000001262,Daisi,Yvette,Prate,uri://ed-fi.org/SexDescriptor#Female,1990-12-09,TRUE,TRUE,Daisi.Prate.1000001262@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,90EBDBA822EA409EABAE144A3A534160,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001263,Zaria,Jocelyn,Benam,uri://ed-fi.org/SexDescriptor#Female,1992-11-22,TRUE,TRUE,Zaria.Benam.1000001263@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,2B3FAD6EB2C74DC28DD8CA109639CB50,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Work Study,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Scholarships,uri://tpdm.ed-fi.org/AidTypeDescriptor#Other,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,,,2017-09-01,2017-02-23,2017-08-28,2018-03-14,2017-02-23,2017-02-22,,,5700.0000,1250.0000,454.1600,1100.0000,5442.0000,7400.0000,,,NEED BASED,NEED BASED,NEED BASED,MERIT BASED,OTHER,NEED BASED,,,2018-05-10,2018-05-10,2017-12-14,2018-05-10,2018-05-10,2018-08-17,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001264,Lazare,L,Talman,uri://ed-fi.org/SexDescriptor#Female,1995-05-14,TRUE,FALSE,Lazare.Talman.1000001264@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000001265,Zaria,,Mingauld,uri://ed-fi.org/SexDescriptor#Female,1991-12-30,TRUE,TRUE,Zaria.Mingauld.1000001265@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001266,Derwin,J,Dericut,uri://ed-fi.org/SexDescriptor#Male,1996-04-03,FALSE,FALSE,Derwin.Dericut.1000001266@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,B9311BA0FB1949EFB8688A749861EF0B,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001267,Renado,J,Trowle,uri://ed-fi.org/SexDescriptor#Female,1994-10-26,TRUE,TRUE,Renado.Trowle.1000001267@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,795CD120F6814D9CA9CD5F6F3DC5530E,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001270,Ripley,T,Ritchard,uri://ed-fi.org/SexDescriptor#Male,1996-10-16,TRUE,TRUE,Ripley.Ritchard.1000001270@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,7F88397D37B740F28AA79FF69F28C01A,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000001275,Sherri,,Willavoys,uri://ed-fi.org/SexDescriptor#Female,1991-04-04,TRUE,TRUE,Sherri.Willavoys.1000001275@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,F1F97E3231004A5AA230B89035B7A34A,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001280,Coraline,,Letixier,uri://ed-fi.org/SexDescriptor#Female,1992-05-15,TRUE,FALSE,Coraline.Letixier.1000001280@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000001282,Maris,,Ellery,uri://ed-fi.org/SexDescriptor#Male,1991-09-28,TRUE,TRUE,Maris.Ellery.1000001282@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001284,Fancie,Estefania,Vickerstaff,uri://ed-fi.org/SexDescriptor#Female,1992-04-19,TRUE,TRUE,Fancie.Vickerstaff.1000001284@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,C42739593C3C46A99CCF8EB119243809,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000001291,Kelsi,Aaron,Paddemore,uri://ed-fi.org/SexDescriptor#Male,1992-09-01,TRUE,TRUE,Kelsi.Paddemore.1000001291@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001297,Brien,April,Flear,uri://ed-fi.org/SexDescriptor#Female,1995-04-11,TRUE,TRUE,Brien.Flear.1000001297@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Native Hawaiian - Pacific Islander
1000001302,Shaun,,Shaddock,uri://ed-fi.org/SexDescriptor#Female,1995-10-10,TRUE,TRUE,Shaun.Shaddock.1000001302@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,4E79B1CDB2CE44BD81F8DCC3E37FC51D,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Subsidized Loans,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Subsidized Loans,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#Other,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#State and Local Grants,,,2017-02-23,2018-03-23,2018-03-22,2017-02-23,2017-02-22,2017-02-23,,,2097.0000,2525.0000,634.0000,1777.0000,1987.0000,5000.0000,,,NEED BASED,NEED BASED,NEED BASED,OTHER,NEED BASED,NEED BASED,,,2018-05-10,2018-08-17,2018-08-17,2018-05-10,2018-05-10,2018-05-10,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001303,Christos,A,Manser,uri://ed-fi.org/SexDescriptor#Male,1997-01-05,TRUE,FALSE,Christos.Manser.1000001303@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,5D2814ADC8104A14AA1A89F4AECAF448,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001304,Cory,L,Gilvary,uri://ed-fi.org/SexDescriptor#Female,1993-10-28,TRUE,TRUE,Cory.Gilvary.1000001304@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,19959A1DD1904697A65689624669EEB0,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Native Hawaiian - Pacific Islander
1000001306,Alena,Lisa,Starsmeare,uri://ed-fi.org/SexDescriptor#Female,1995-05-01,TRUE,TRUE,Alena.Starsmeare.1000001306@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,3EBD5A778E4D4A1AB7FE1F6A2F17D1C3,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001308,Codie,E,Canner,uri://ed-fi.org/SexDescriptor#Male,1996-07-25,TRUE,TRUE,Codie.Canner.1000001308@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,9DF7D06624D94897983315A3C030288F,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Subsidized Loans,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#State and Local Grants,,,,,,2018-03-23,2017-03-14,2017-09-28,,,,,,446.0000,8880.0000,5000.0000,,,,,,NEED BASED,NEED BASED,NEED BASED,,,,,,2018-08-17,2018-08-17,2018-05-10,,,,,,TRUE,TRUE,TRUE,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001311,Garrard,,Kirsop,uri://ed-fi.org/SexDescriptor#Female,1995-05-17,TRUE,TRUE,Garrard.Kirsop.1000001311@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Native Hawaiian - Pacific Islander
1000001314,Carola,Amaranta,Gasnell,uri://ed-fi.org/SexDescriptor#Female,1997-03-15,TRUE,FALSE,Carola.Gasnell.1000001314@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,8408682438A54C878975A2D3579D4E6B,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001315,Amalee,,Fright,uri://ed-fi.org/SexDescriptor#Female,1995-08-30,TRUE,FALSE,Amalee.Fright.1000001315@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#White
1000001316,Rusty,,Monelli,uri://ed-fi.org/SexDescriptor#Male,1996-12-05,TRUE,FALSE,Rusty.Monelli.1000001316@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,61AC5E79F0AF42B39C2E4F9F7755434F,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Asian
1000001317,Papagena,,Mainwaring,uri://ed-fi.org/SexDescriptor#Female,1994-05-30,TRUE,FALSE,Papagena.Mainwaring.1000001317@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001321,Caresse,L,Baty,uri://ed-fi.org/SexDescriptor#Female,1996-08-19,TRUE,TRUE,Caresse.Baty.1000001321@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,23F9CAA1C1D24DE5A65A83D2A9DCF7F7,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,,,,,,,2017-08-28,2017-08-26,,,,,,,2252.3200,7400.0000,,,,,,,NEED BASED,NEED BASED,,,,,,,2018-05-10,2018-08-17,,,,,,,TRUE,TRUE,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001323,Coop,N,Blaine,uri://ed-fi.org/SexDescriptor#Female,1995-07-01,TRUE,TRUE,Coop.Blaine.1000001323@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Female,19356778D19C436E823C939A59769A9D,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Native Hawaiian - Pacific Islander
1000001326,Estevan,A,Gonthier,uri://ed-fi.org/SexDescriptor#Male,1999-04-05,TRUE,TRUE,Estevan.Gonthier.1000001326@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,72D8C0BCEFB443D58FBCD66A2AD849FB,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Scholarships,uri://tpdm.ed-fi.org/AidTypeDescriptor#Other,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,uri://tpdm.ed-fi.org/AidTypeDescriptor#State and Local Grants,,,,2018-09-12,2017-03-23,2017-08-09,2017-04-17,2017-05-03,,,,1000.0000,1000.0000,1000.0000,8880.0000,5000.0000,,,,NEED BASED,MERIT BASED,OTHER,NEED BASED,NEED BASED,,,,2018-05-10,2018-05-10,2017-12-14,2018-08-17,2018-05-10,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001327,Jasen,David,Busfield,uri://ed-fi.org/SexDescriptor#Male,1995-07-31,TRUE,FALSE,Jasen.Busfield.1000001327@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,1DA2993BBAB94FA1B5CB5E77A3D1865B,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
1000001330,Orion,,Nisuis,uri://ed-fi.org/SexDescriptor#Male,1996-05-05,TRUE,TRUE,Orion.Nisuis.1000001330@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,0FA109F7D8C84BBD9F93127378F97158,uri://ed-fi.org/SourceSystemDescriptor#State,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Subsidized Loans,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Subsidized Loans,uri://tpdm.ed-fi.org/AidTypeDescriptor#Federal Work Study,uri://tpdm.ed-fi.org/AidTypeDescriptor#Institutional Scholarships,uri://tpdm.ed-fi.org/AidTypeDescriptor#Other,uri://tpdm.ed-fi.org/AidTypeDescriptor#Other,uri://tpdm.ed-fi.org/AidTypeDescriptor#Other,uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-23,2018-03-23,2017-09-25,2018-04-02,2017-08-18,2018-03-23,2018-05-27,2017-02-22,3204.0000,2238.0000,3530.0000,700.0000,3000.0000,2157.0000,1336.0000,8140.0000,NEED BASED,NEED BASED,NEED BASED,MERIT BASED,OTHER,OTHER,NEED BASED,NEED BASED,2018-05-10,2018-08-17,2018-05-10,2018-07-10,2018-05-10,2018-08-17,2018-08-17,2018-08-17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,uri://ed-fi.org/RaceDescriptor#Asian
1000001331,Serena,,Pietri,uri://ed-fi.org/SexDescriptor#Male,1991-11-19,TRUE,TRUE,Serena.Pietri.1000001331@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001333,Jan,,Witcombe,uri://ed-fi.org/SexDescriptor#Male,1995-07-05,TRUE,TRUE,Jan.Witcombe.1000001333@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,F67EE307C8FB497A81A4C8A24B52382C,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://tpdm.ed-fi.org/RaceDescriptor#Hispanic/Latino
1000001334,Peirce,,Sissel,uri://ed-fi.org/SexDescriptor#Male,1989-08-21,TRUE,TRUE,Peirce.Sissel.1000001334@univ.edu,uri://tpdm.ed-fi.org/GenderDescriptor#Male,3BA7E69C58E9498BBF8B26D005300C7D,uri://ed-fi.org/SourceSystemDescriptor#State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uri://ed-fi.org/RaceDescriptor#Black - African American
